const_parse	dep_parse	ner	sentence	sentenceid	storyid	storytitle
"(ROOT
  (S
    (NP (PRP I))
    (VP (VBD took)
      (NP (DT the) (NNP Amtrak))
      (PP (IN from)
        (NP (NNP Boston)))
      (PP (TO to)
        (NP (NNP Saco) (, ,) (NNP Maine))))
    (. .)))"	"I	PRP	2	nsubj
took	VBD	0	ROOT
the	DT	4	det
Amtrak	NNP	2	dobj
from	IN	6	case
Boston	NNP	2	nmod
to	TO	8	case
Saco	NNP	2	nmod
,	,	8	punct
Maine	NNP	8	appos
.	.	2	punct
"	"[{'docTokenBegin': 17, 'docTokenEnd': 18, 'tokenBegin': 3, 'tokenEnd': 4, 'text': 'Amtrak', 'characterOffsetBegin': 65, 'characterOffsetEnd': 71, 'ner': 'ORGANIZATION'}, {'docTokenBegin': 19, 'docTokenEnd': 20, 'tokenBegin': 5, 'tokenEnd': 6, 'text': 'Boston', 'characterOffsetBegin': 77, 'characterOffsetEnd': 83, 'ner': 'CITY'}, {'docTokenBegin': 21, 'docTokenEnd': 22, 'tokenBegin': 7, 'tokenEnd': 8, 'text': 'Saco', 'characterOffsetBegin': 87, 'characterOffsetEnd': 91, 'ner': 'CITY'}, {'docTokenBegin': 23, 'docTokenEnd': 24, 'tokenBegin': 9, 'tokenEnd': 10, 'text': 'Maine', 'characterOffsetBegin': 93, 'characterOffsetEnd': 98, 'ner': 'STATE_OR_PROVINCE'}]"	"I took the Amtrak from Boston to Saco, Maine."	2ef3788f-6b2b-45c8-b6ba-71450d565e6a_1	2ef3788f-6b2b-45c8-b6ba-71450d565e6a	Maine
"(ROOT
  (S
    (NP (PRP We))
    (VP (VBD had)
      (NP
        (NP (NN lunch))
        (PP (IN at)
          (NP (NNP Gritty) (POS 's))))
      (PP (IN in)
        (NP (NNP Portland))))
    (. .)))"	"We	PRP	2	nsubj
had	VBD	0	ROOT
lunch	NN	2	dobj
at	IN	5	case
Gritty	NNP	2	nmod
's	POS	5	case
in	IN	8	case
Portland	NNP	2	nmod
.	.	2	punct
"	"[{'docTokenBegin': 32, 'docTokenEnd': 33, 'tokenBegin': 7, 'tokenEnd': 8, 'text': 'Portland', 'characterOffsetBegin': 128, 'characterOffsetEnd': 136, 'ner': 'CITY'}]"	We had lunch at Gritty's in Portland.	2ef3788f-6b2b-45c8-b6ba-71450d565e6a_2	2ef3788f-6b2b-45c8-b6ba-71450d565e6a	Maine
"(ROOT
  (S
    (NP (PRP$ My) (NN friend))
    (VP (VBD drove)
      (NP (PRP me))
      (ADVP (RB back))
      (PP (TO to)
        (NP (DT the) (NN train) (NN station))))
    (. .)))"	"My	PRP$	2	nmod:poss
friend	NN	3	nsubj
drove	VBD	0	ROOT
me	PRP	3	dobj
back	RB	3	advmod
to	TO	9	case
the	DT	9	det
train	NN	9	compound
station	NN	5	nmod
.	.	3	punct
"	"[{'docTokenBegin': 41, 'docTokenEnd': 42, 'tokenBegin': 7, 'tokenEnd': 8, 'text': 'train', 'characterOffsetBegin': 169, 'characterOffsetEnd': 174, 'ner': 'CRIMINAL_CHARGE'}]"	My friend drove me back to the train station.	2ef3788f-6b2b-45c8-b6ba-71450d565e6a_3	2ef3788f-6b2b-45c8-b6ba-71450d565e6a	Maine
"(ROOT
  (S
    (NP (PRP I))
    (VP
      (VP (VBD had)
        (NP (DT a) (JJ nice) (NN time)))
      (CC and)
      (VP (MD will)
        (VP (VB visit)
          (NP (PRP$ my) (NN friend))
          (NP-TMP (DT this) (NN year)))))
    (. .)))"	"I	PRP	2	nsubj
had	VBD	0	ROOT
a	DT	5	det
nice	JJ	5	amod
time	NN	2	dobj
and	CC	2	cc
will	MD	8	aux
visit	VB	2	conj
my	PRP$	10	nmod:poss
friend	NN	8	dobj
this	DT	12	det
year	NN	8	nmod:tmod
.	.	2	punct
"	"[{'docTokenBegin': 54, 'docTokenEnd': 56, 'tokenBegin': 10, 'tokenEnd': 12, 'text': 'this year', 'characterOffsetBegin': 227, 'characterOffsetEnd': 236, 'ner': 'DATE', 'normalizedNER': 'THIS P1Y', 'timex': {'tid': 't4', 'type': 'DATE', 'altValue': 'THIS P1Y'}}]"	I had a nice time and will visit my friend this year.	2ef3788f-6b2b-45c8-b6ba-71450d565e6a_4	2ef3788f-6b2b-45c8-b6ba-71450d565e6a	Maine
"(ROOT
  (S
    (NP
      (NP (NNP Heather))
      (CC and)
      (NP (PRP$ her) (NN family)))
    (ADVP (RB really))
    (VP (VBD wanted)
      (NP (NNS tacos))
      (PP (IN for)
        (NP (NN dinner))))
    (. .)))"	"Heather	NNP	6	nsubj
and	CC	1	cc
her	PRP$	4	nmod:poss
family	NN	1	conj
really	RB	6	advmod
wanted	VBD	0	ROOT
tacos	NNS	6	dobj
for	IN	9	case
dinner	NN	6	nmod
.	.	6	punct
"	"[{'docTokenBegin': 0, 'docTokenEnd': 1, 'tokenBegin': 0, 'tokenEnd': 1, 'text': 'Heather', 'characterOffsetBegin': 0, 'characterOffsetEnd': 7, 'ner': 'PERSON'}, {'docTokenBegin': 2, 'docTokenEnd': 3, 'tokenBegin': 2, 'tokenEnd': 3, 'text': 'her', 'characterOffsetBegin': 12, 'characterOffsetEnd': 15, 'ner': 'PERSON'}]"	Heather and her family really wanted tacos for dinner.	9a66b66d-034d-495e-a60e-e22c25e0e0fa_0	9a66b66d-034d-495e-a60e-e22c25e0e0fa	Heather cooks Tacos for the first time.
"(ROOT
  (S
    (NP
      (NP (CD Two))
      (PP (IN of)
        (NP (DT the) (NNS children))))
    (VP (VBD wanted)
      (NP (NN chicken) (NNS tacos)))
    (. .)))"	"Two	CD	5	nsubj
of	IN	4	case
the	DT	4	det
children	NNS	1	nmod
wanted	VBD	0	ROOT
chicken	NN	7	compound
tacos	NNS	5	dobj
.	.	5	punct
"	"[{'docTokenBegin': 10, 'docTokenEnd': 11, 'tokenBegin': 0, 'tokenEnd': 1, 'text': 'Two', 'characterOffsetBegin': 55, 'characterOffsetEnd': 58, 'ner': 'NUMBER', 'normalizedNER': '2.0'}]"	Two of the children wanted chicken tacos.	9a66b66d-034d-495e-a60e-e22c25e0e0fa_1	9a66b66d-034d-495e-a60e-e22c25e0e0fa	Heather cooks Tacos for the first time.
"(ROOT
  (S
    (NP (DT The) (JJ other) (CD two) (NNS children))
    (VP (VBD wanted)
      (NP (NN beef)))
    (. .)))"	"The	DT	4	det
other	JJ	4	amod
two	CD	4	nummod
children	NNS	5	nsubj
wanted	VBD	0	ROOT
beef	NN	5	dobj
.	.	5	punct
"	"[{'docTokenBegin': 20, 'docTokenEnd': 21, 'tokenBegin': 2, 'tokenEnd': 3, 'text': 'two', 'characterOffsetBegin': 107, 'characterOffsetEnd': 110, 'ner': 'NUMBER', 'normalizedNER': '2.0'}]"	The other two children wanted beef.	9a66b66d-034d-495e-a60e-e22c25e0e0fa_2	9a66b66d-034d-495e-a60e-e22c25e0e0fa	Heather cooks Tacos for the first time.
"(ROOT
  (S
    (NP (NNP Heather))
    (VP (VBD took)
      (NP (JJ great) (NN care))
      (S
        (VP (VBG preparing)
          (NP
            (NP (PDT all) (DT the) (NNS tacos))
            (SBAR
              (WHNP (WDT that))
              (S (DT each)
                (VP (VBD wanted))))))))
    (. .)))"	"Heather	NNP	2	nsubj
took	VBD	0	ROOT
great	JJ	4	amod
care	NN	2	dobj
preparing	VBG	4	acl
all	PDT	8	det:predet
the	DT	8	det
tacos	NNS	5	dobj
that	WDT	11	dobj
each	DT	11	nsubj
wanted	VBD	8	acl:relcl
.	.	2	punct
"	"[{'docTokenBegin': 25, 'docTokenEnd': 26, 'tokenBegin': 0, 'tokenEnd': 1, 'text': 'Heather', 'characterOffsetBegin': 133, 'characterOffsetEnd': 140, 'ner': 'PERSON'}]"	Heather took great care preparing all the tacos that each wanted.	9a66b66d-034d-495e-a60e-e22c25e0e0fa_3	9a66b66d-034d-495e-a60e-e22c25e0e0fa	Heather cooks Tacos for the first time.
"(ROOT
  (S
    (NP (NN Everyone))
    (VP
      (VP (VBD sat)
        (PRT (RP down))
        (PP (IN at)
          (NP (NN dinner))))
      (CC and)
      (VP (VBN enjoyed)
        (S
          (VP (VBG eating)
            (NP (DT the) (NNS tacos))
            (ADVP (RB together))))))
    (. .)))"	"Everyone	NN	2	nsubj
sat	VBD	0	ROOT
down	RP	2	compound:prt
at	IN	5	case
dinner	NN	2	nmod
and	CC	2	cc
enjoyed	VBN	2	conj
eating	VBG	7	xcomp
the	DT	10	det
tacos	NNS	8	dobj
together	RB	8	advmod
.	.	2	punct
"	[]	Everyone sat down at dinner and enjoyed eating the tacos together.	9a66b66d-034d-495e-a60e-e22c25e0e0fa_4	9a66b66d-034d-495e-a60e-e22c25e0e0fa	Heather cooks Tacos for the first time.
"(ROOT
  (S
    (NP (NNP Anna))
    (VP (VBD was)
      (VP (VBG filling)
        (NP (PRP$ her) (NN bird) (NNS feeders))))
    (. .)))"	"Anna	NNP	3	nsubj
was	VBD	3	aux
filling	VBG	0	ROOT
her	PRP$	6	nmod:poss
bird	NN	6	compound
feeders	NNS	3	dobj
.	.	3	punct
"	"[{'docTokenBegin': 0, 'docTokenEnd': 1, 'tokenBegin': 0, 'tokenEnd': 1, 'text': 'Anna', 'characterOffsetBegin': 0, 'characterOffsetEnd': 4, 'ner': 'PERSON'}, {'docTokenBegin': 3, 'docTokenEnd': 4, 'tokenBegin': 3, 'tokenEnd': 4, 'text': 'her', 'characterOffsetBegin': 17, 'characterOffsetEnd': 20, 'ner': 'PERSON'}]"	Anna was filling her bird feeders.	aab4ee80-fc00-4d9c-a127-a63b54dfd193_0	aab4ee80-fc00-4d9c-a127-a63b54dfd193	Suet
"(ROOT
  (S (CC But)
    (NP
      (NP (DT a) (NN chunk))
      (PP (IN of)
        (NP (NN suet))))
    (VP (VBD fell)
      (PP (IN onto)
        (NP (DT the) (NN ground))))
    (. .)))"	"But	CC	6	cc
a	DT	3	det
chunk	NN	6	nsubj
of	IN	5	case
suet	NN	3	nmod
fell	VBD	0	ROOT
onto	IN	9	case
the	DT	9	det
ground	NN	6	nmod
.	.	6	punct
"	[]	But a chunk of suet fell onto the ground.	aab4ee80-fc00-4d9c-a127-a63b54dfd193_1	aab4ee80-fc00-4d9c-a127-a63b54dfd193	Suet
"(ROOT
  (S
    (NP (PRP$ Her) (NN dog))
    (VP
      (VP (VBD rushed)
        (PP (IN over)))
      (CC and)
      (VP (VBD lapped)
        (NP (PRP it))
        (PRT (RP up))))
    (. !)))"	"Her	PRP$	2	nmod:poss
dog	NN	3	nsubj
rushed	VBD	0	ROOT
over	IN	3	compound:prt
and	CC	3	cc
lapped	VBD	3	conj
it	PRP	6	dobj
up	RP	6	compound:prt
!	.	3	punct
"	"[{'docTokenBegin': 17, 'docTokenEnd': 18, 'tokenBegin': 0, 'tokenEnd': 1, 'text': 'Her', 'characterOffsetBegin': 77, 'characterOffsetEnd': 80, 'ner': 'PERSON'}]"	Her dog rushed over and lapped it up!	aab4ee80-fc00-4d9c-a127-a63b54dfd193_2	aab4ee80-fc00-4d9c-a127-a63b54dfd193	Suet
"(ROOT
  (S
    (NP (NNP Anna))
    (VP (VBD was)
      (VP (VBN astonished)))
    (. .)))"	"Anna	NNP	3	nsubjpass
was	VBD	3	auxpass
astonished	VBN	0	ROOT
.	.	3	punct
"	"[{'docTokenBegin': 26, 'docTokenEnd': 27, 'tokenBegin': 0, 'tokenEnd': 1, 'text': 'Anna', 'characterOffsetBegin': 115, 'characterOffsetEnd': 119, 'ner': 'PERSON'}]"	Anna was astonished.	aab4ee80-fc00-4d9c-a127-a63b54dfd193_3	aab4ee80-fc00-4d9c-a127-a63b54dfd193	Suet
"(ROOT
  (S
    (NP (PRP She))
    (VP (VBD had)
      (NP
        (NP (DT no) (NN idea))
        (SBAR
          (S
            (NP (NNS dogs))
            (VP (VBD loved)
              (NP (NN bird) (NN food)))))))
    (. !)))"	"She	PRP	2	nsubj
had	VBD	0	ROOT
no	DT	5	neg
idea	NN	5	compound
dogs	NNS	6	nsubj
loved	VBD	2	ccomp
bird	NN	8	compound
food	NN	6	dobj
!	.	2	punct
"	"[{'docTokenBegin': 30, 'docTokenEnd': 31, 'tokenBegin': 0, 'tokenEnd': 1, 'text': 'She', 'characterOffsetBegin': 136, 'characterOffsetEnd': 139, 'ner': 'PERSON'}]"	She had no idea dogs loved bird food!	aab4ee80-fc00-4d9c-a127-a63b54dfd193_4	aab4ee80-fc00-4d9c-a127-a63b54dfd193	Suet
"(ROOT
  (S
    (NP (NNP Stacy))
    (ADVP (RB originally))
    (VP (VBD thought)
      (SBAR
        (S
          (NP (PRP she))
          (VP (VBD wanted)
            (NP (CD five) (NNS kids))))))
    (. .)))"	"Stacy	NNP	3	nsubj
originally	RB	3	advmod
thought	VBD	0	ROOT
she	PRP	5	nsubj
wanted	VBD	3	ccomp
five	CD	7	nummod
kids	NNS	5	dobj
.	.	3	punct
"	"[{'docTokenBegin': 0, 'docTokenEnd': 1, 'tokenBegin': 0, 'tokenEnd': 1, 'text': 'Stacy', 'characterOffsetBegin': 0, 'characterOffsetEnd': 5, 'ner': 'PERSON'}, {'docTokenBegin': 5, 'docTokenEnd': 6, 'tokenBegin': 5, 'tokenEnd': 6, 'text': 'five', 'characterOffsetBegin': 36, 'characterOffsetEnd': 40, 'ner': 'NUMBER', 'normalizedNER': '5.0'}, {'docTokenBegin': 3, 'docTokenEnd': 4, 'tokenBegin': 3, 'tokenEnd': 4, 'text': 'she', 'characterOffsetBegin': 25, 'characterOffsetEnd': 28, 'ner': 'PERSON'}]"	Stacy originally thought she wanted five kids.	a107d361-e8a4-4cb6-8ffb-623a4c49ee1e_0	a107d361-e8a4-4cb6-8ffb-623a4c49ee1e	Stacy Changes Her Mind
"(ROOT
  (S
    (NP (PRP She)
      (CC and)
      (NNP Bob))
    (ADVP (JJ first))
    (VP (VBD were)
      (VP (VBN blessed)
        (PP (IN with)
          (NP (DT a) (NN daughter)))))
    (. .)))"	"She	PRP	6	nsubjpass
and	CC	1	cc
Bob	NNP	1	conj
first	JJ	6	advmod
were	VBD	6	auxpass
blessed	VBN	0	ROOT
with	IN	9	case
a	DT	9	det
daughter	NN	6	nmod
.	.	6	punct
"	"[{'docTokenBegin': 10, 'docTokenEnd': 11, 'tokenBegin': 2, 'tokenEnd': 3, 'text': 'Bob', 'characterOffsetBegin': 55, 'characterOffsetEnd': 58, 'ner': 'PERSON'}, {'docTokenBegin': 11, 'docTokenEnd': 12, 'tokenBegin': 3, 'tokenEnd': 4, 'text': 'first', 'characterOffsetBegin': 59, 'characterOffsetEnd': 64, 'ner': 'ORDINAL', 'normalizedNER': '1.0'}, {'docTokenBegin': 8, 'docTokenEnd': 9, 'tokenBegin': 0, 'tokenEnd': 1, 'text': 'She', 'characterOffsetBegin': 47, 'characterOffsetEnd': 50, 'ner': 'PERSON'}]"	She and Bob first were blessed with a daughter.	a107d361-e8a4-4cb6-8ffb-623a4c49ee1e_1	a107d361-e8a4-4cb6-8ffb-623a4c49ee1e	Stacy Changes Her Mind
"(ROOT
  (S
    (ADVP
      (NP (CD Two) (NNS years))
      (RB later))
    (, ,)
    (NP (PRP they))
    (VP (VBD had)
      (NP (JJ twin) (NNS girls)))
    (. .)))"	"Two	CD	2	nummod
years	NNS	3	nmod:npmod
later	RB	6	advmod
,	,	6	punct
they	PRP	6	nsubj
had	VBD	0	ROOT
twin	JJ	8	amod
girls	NNS	6	dobj
.	.	6	punct
"	"[{'docTokenBegin': 18, 'docTokenEnd': 21, 'tokenBegin': 0, 'tokenEnd': 3, 'text': 'Two years later', 'characterOffsetBegin': 95, 'characterOffsetEnd': 110, 'ner': 'DATE', 'normalizedNER': 'OFFSET P2Y', 'timex': {'tid': 't1', 'type': 'DATE', 'altValue': 'OFFSET P2Y'}}]"	"Two years later, they had twin girls."	a107d361-e8a4-4cb6-8ffb-623a4c49ee1e_2	a107d361-e8a4-4cb6-8ffb-623a4c49ee1e	Stacy Changes Her Mind
"(ROOT
  (S
    (ADVP (RB Now))
    (, ,)
    (NP (NNP Stacy))
    (VP (VBZ is)
      (VP (VBG selling)
        (NP (DT all)
          (NP (PRP$ her) (NN maternity))
          (CC and)
          (NP (NN baby) (NNS clothes)))))
    (. .)))"	"Now	RB	5	advmod
,	,	5	punct
Stacy	NNP	5	nsubj
is	VBZ	5	aux
selling	VBG	0	ROOT
all	DT	8	dep
her	PRP$	8	nmod:poss
maternity	NN	5	dobj
and	CC	8	cc
baby	NN	11	compound
clothes	NNS	8	conj
.	.	5	punct
"	"[{'docTokenBegin': 27, 'docTokenEnd': 28, 'tokenBegin': 0, 'tokenEnd': 1, 'text': 'Now', 'characterOffsetBegin': 133, 'characterOffsetEnd': 136, 'ner': 'DATE', 'normalizedNER': 'PRESENT_REF', 'timex': {'tid': 't2', 'type': 'DATE', 'value': 'PRESENT_REF'}}, {'docTokenBegin': 29, 'docTokenEnd': 30, 'tokenBegin': 2, 'tokenEnd': 3, 'text': 'Stacy', 'characterOffsetBegin': 138, 'characterOffsetEnd': 143, 'ner': 'PERSON'}, {'docTokenBegin': 33, 'docTokenEnd': 34, 'tokenBegin': 6, 'tokenEnd': 7, 'text': 'her', 'characterOffsetBegin': 159, 'characterOffsetEnd': 162, 'ner': 'PERSON'}]"	"Now, Stacy is selling all her maternity and baby clothes."	a107d361-e8a4-4cb6-8ffb-623a4c49ee1e_3	a107d361-e8a4-4cb6-8ffb-623a4c49ee1e	Stacy Changes Her Mind
"(ROOT
  (S
    (NP (PRP She))
    (VP (VBZ says)
      (SBAR
        (S
          (NP (PRP she))
          (VP (VBZ has)
            (VP (VBN changed)
              (NP (PRP$ her) (NN mind))
              (PP (IN about)
                (S
                  (VP (VBG wanting)
                    (NP (CD five) (NNS kids))))))))))
    (. !)))"	"She	PRP	2	nsubj
says	VBZ	0	ROOT
she	PRP	5	nsubj
has	VBZ	5	aux
changed	VBN	2	ccomp
her	PRP$	7	nmod:poss
mind	NN	5	dobj
about	IN	9	mark
wanting	VBG	5	advcl
five	CD	11	nummod
kids	NNS	9	dobj
!	.	2	punct
"	"[{'docTokenBegin': 48, 'docTokenEnd': 49, 'tokenBegin': 9, 'tokenEnd': 10, 'text': 'five', 'characterOffsetBegin': 239, 'characterOffsetEnd': 243, 'ner': 'NUMBER', 'normalizedNER': '5.0'}, {'docTokenBegin': 39, 'docTokenEnd': 40, 'tokenBegin': 0, 'tokenEnd': 1, 'text': 'She', 'characterOffsetBegin': 191, 'characterOffsetEnd': 194, 'ner': 'PERSON'}, {'docTokenBegin': 41, 'docTokenEnd': 42, 'tokenBegin': 2, 'tokenEnd': 3, 'text': 'she', 'characterOffsetBegin': 200, 'characterOffsetEnd': 203, 'ner': 'PERSON'}, {'docTokenBegin': 44, 'docTokenEnd': 45, 'tokenBegin': 5, 'tokenEnd': 6, 'text': 'her', 'characterOffsetBegin': 216, 'characterOffsetEnd': 219, 'ner': 'PERSON'}]"	She says she has changed her mind about wanting five kids!	a107d361-e8a4-4cb6-8ffb-623a4c49ee1e_4	a107d361-e8a4-4cb6-8ffb-623a4c49ee1e	Stacy Changes Her Mind
"(ROOT
  (S
    (NP (NNP Larry))
    (VP (VBD worked)
      (PP (IN at)
        (NP (DT an) (NN accounting) (NN firm))))
    (. .)))"	"Larry	NNP	2	nsubj
worked	VBD	0	ROOT
at	IN	6	case
an	DT	6	det
accounting	NN	6	compound
firm	NN	2	nmod
.	.	2	punct
"	"[{'docTokenBegin': 0, 'docTokenEnd': 1, 'tokenBegin': 0, 'tokenEnd': 1, 'text': 'Larry', 'characterOffsetBegin': 0, 'characterOffsetEnd': 5, 'ner': 'PERSON'}]"	Larry worked at an accounting firm.	04c164f6-da41-48a3-8aa3-eb7b650bb5f0_0	04c164f6-da41-48a3-8aa3-eb7b650bb5f0	Office Party
"(ROOT
  (S
    (S
      (NP (PRP It))
      (VP (VBD was)
        (NP (DT a) (JJ boring) (NN job))))
    (CC but)
    (S
      (NP (PRP it))
      (VP (VBD paid)
        (NP (DT the) (NNS bills))))
    (. .)))"	"It	PRP	5	nsubj
was	VBD	5	cop
a	DT	5	det
boring	JJ	5	amod
job	NN	0	ROOT
but	CC	5	cc
it	PRP	8	nsubj
paid	VBD	5	conj
the	DT	10	det
bills	NNS	8	dobj
.	.	5	punct
"	[]	It was a boring job but it paid the bills.	04c164f6-da41-48a3-8aa3-eb7b650bb5f0_1	04c164f6-da41-48a3-8aa3-eb7b650bb5f0	Office Party
"(ROOT
  (S
    (NP (NNP Larry))
    (VP (VBD grew)
      (ADJP (JJ tired)
        (PP (IN of)
          (S
            (VP (VBG doing)
              (NP
                (NP (DT the) (JJ same) (NN thing))
                (NP (DT every) (NN day))))))))
    (. .)))"	"Larry	NNP	2	nsubj
grew	VBD	0	ROOT
tired	JJ	2	xcomp
of	IN	5	mark
doing	VBG	3	advcl
the	DT	8	det
same	JJ	8	amod
thing	NN	5	dobj
every	DT	10	det
day	NN	5	nmod:tmod
.	.	2	punct
"	"[{'docTokenBegin': 18, 'docTokenEnd': 19, 'tokenBegin': 0, 'tokenEnd': 1, 'text': 'Larry', 'characterOffsetBegin': 79, 'characterOffsetEnd': 84, 'ner': 'PERSON'}, {'docTokenBegin': 26, 'docTokenEnd': 28, 'tokenBegin': 8, 'tokenEnd': 10, 'text': 'every day', 'characterOffsetBegin': 120, 'characterOffsetEnd': 129, 'ner': 'SET', 'timex': {'tid': 't1', 'type': 'SET', 'value': 'P1D'}}]"	Larry grew tired of doing the same thing every day.	04c164f6-da41-48a3-8aa3-eb7b650bb5f0_2	04c164f6-da41-48a3-8aa3-eb7b650bb5f0	Office Party
"(ROOT
  (S
    (NP (PRP He))
    (VP (VBD had)
      (NP (DT the) (NN idea)
        (S
          (VP (TO to)
            (VP (VB have)
              (NP (DT an) (NN office) (NN party)))))))
    (. .)))"	"He	PRP	2	nsubj
had	VBD	0	ROOT
the	DT	4	det
idea	NN	2	dobj
to	TO	6	mark
have	VB	4	acl
an	DT	9	det
office	NN	9	compound
party	NN	6	dobj
.	.	2	punct
"	"[{'docTokenBegin': 29, 'docTokenEnd': 30, 'tokenBegin': 0, 'tokenEnd': 1, 'text': 'He', 'characterOffsetBegin': 131, 'characterOffsetEnd': 133, 'ner': 'PERSON'}]"	He had the idea to have an office party.	04c164f6-da41-48a3-8aa3-eb7b650bb5f0_3	04c164f6-da41-48a3-8aa3-eb7b650bb5f0	Office Party
"(ROOT
  (S
    (S
      (PP (IN By)
        (NP (NN lunch)))
      (NP (DT the) (JJ whole) (NN office))
      (VP (VBD had)
        (VP (VBN passed)
          (PRT (RP out)))))
    (CC and)
    (S
      (NP (NN nothing))
      (VP (VBD got)
        (VP (VBN done))))
    (. .)))"	"By	IN	2	case
lunch	NN	7	nmod
the	DT	5	det
whole	JJ	5	amod
office	NN	7	nsubj
had	VBD	7	aux
passed	VBN	0	ROOT
out	RP	7	compound:prt
and	CC	7	cc
nothing	NN	12	nsubjpass
got	VBD	12	auxpass
done	VBN	7	conj
.	.	7	punct
"	[]	By lunch the whole office had passed out and nothing got done.	04c164f6-da41-48a3-8aa3-eb7b650bb5f0_4	04c164f6-da41-48a3-8aa3-eb7b650bb5f0	Office Party
"(ROOT
  (S
    (NP (NN Ava))
    (VP (VBD was)
      (ADJP
        (NP (CD six) (NNS years))
        (JJ old)))
    (. .)))"	"Ava	NN	5	nsubj
was	VBD	5	cop
six	CD	4	nummod
years	NNS	5	nmod:npmod
old	JJ	0	ROOT
.	.	5	punct
"	"[{'docTokenBegin': 0, 'docTokenEnd': 1, 'tokenBegin': 0, 'tokenEnd': 1, 'text': 'Ava', 'characterOffsetBegin': 0, 'characterOffsetEnd': 3, 'ner': 'PERSON'}, {'docTokenBegin': 2, 'docTokenEnd': 5, 'tokenBegin': 2, 'tokenEnd': 5, 'text': 'six years old', 'characterOffsetBegin': 8, 'characterOffsetEnd': 21, 'ner': 'DURATION', 'normalizedNER': 'P6Y', 'timex': {'tid': 't1', 'type': 'DURATION', 'value': 'P6Y'}}]"	Ava was six years old.	8ca3cedb-510e-4454-ba08-93eaa605563b_0	8ca3cedb-510e-4454-ba08-93eaa605563b	Swimmer
"(ROOT
  (S
    (NP (PRP She))
    (VP (VBD wanted)
      (S
        (VP (TO to)
          (VP (VB learn)
            (S
              (VP (TO to)
                (VP (VB swim))))))))
    (. .)))"	"She	PRP	2	nsubj
wanted	VBD	0	ROOT
to	TO	4	mark
learn	VB	2	xcomp
to	TO	6	mark
swim	VB	4	xcomp
.	.	2	punct
"	"[{'docTokenBegin': 6, 'docTokenEnd': 7, 'tokenBegin': 0, 'tokenEnd': 1, 'text': 'She', 'characterOffsetBegin': 23, 'characterOffsetEnd': 26, 'ner': 'PERSON'}]"	She wanted to learn to swim.	8ca3cedb-510e-4454-ba08-93eaa605563b_1	8ca3cedb-510e-4454-ba08-93eaa605563b	Swimmer
"(ROOT
  (S
    (NP (PRP$ Her) (NN mom))
    (VP (VBD took)
      (NP (PRP her))
      (PP (TO to)
        (NP (DT the) (NN pool))))
    (. .)))"	"Her	PRP$	2	nmod:poss
mom	NN	3	nsubj
took	VBD	0	ROOT
her	PRP	3	dobj
to	TO	7	case
the	DT	7	det
pool	NN	3	nmod
.	.	3	punct
"	"[{'docTokenBegin': 13, 'docTokenEnd': 14, 'tokenBegin': 0, 'tokenEnd': 1, 'text': 'Her', 'characterOffsetBegin': 52, 'characterOffsetEnd': 55, 'ner': 'PERSON'}, {'docTokenBegin': 16, 'docTokenEnd': 17, 'tokenBegin': 3, 'tokenEnd': 4, 'text': 'her', 'characterOffsetBegin': 65, 'characterOffsetEnd': 68, 'ner': 'PERSON'}]"	Her mom took her to the pool.	8ca3cedb-510e-4454-ba08-93eaa605563b_2	8ca3cedb-510e-4454-ba08-93eaa605563b	Swimmer
"(ROOT
  (S
    (ADVP (RB There))
    (, ,)
    (NP (PRP she))
    (ADVP (RB patiently))
    (VP (VBD taught)
      (S
        (NP (NNP Ava))
        (NP (DT the) (NNS basics))))
    (. .)))"	"There	RB	5	advmod
,	,	5	punct
she	PRP	5	nsubj
patiently	RB	5	advmod
taught	VBD	0	ROOT
Ava	NNP	8	compound
the	DT	8	det
basics	NNS	5	dobj
.	.	5	punct
"	"[{'docTokenBegin': 23, 'docTokenEnd': 24, 'tokenBegin': 2, 'tokenEnd': 3, 'text': 'she', 'characterOffsetBegin': 89, 'characterOffsetEnd': 92, 'ner': 'PERSON'}]"	"There, she patiently taught Ava the basics."	8ca3cedb-510e-4454-ba08-93eaa605563b_3	8ca3cedb-510e-4454-ba08-93eaa605563b	Swimmer
"(ROOT
  (S
    (ADVP (RB Soon))
    (NP (NNP Ava))
    (VP (VBD was)
      (VP (VBG paddling)
        (NP (DT all))
        (PP (IN by)
          (NP (PRP herself)))))
    (. !)))"	"Soon	RB	4	advmod
Ava	NNP	4	nsubj
was	VBD	4	aux
paddling	VBG	0	ROOT
all	DT	4	dobj
by	IN	7	case
herself	PRP	4	nmod
!	.	4	punct
"	"[{'docTokenBegin': 31, 'docTokenEnd': 32, 'tokenBegin': 1, 'tokenEnd': 2, 'text': 'Ava', 'characterOffsetBegin': 131, 'characterOffsetEnd': 134, 'ner': 'PERSON'}]"	Soon Ava was paddling all by herself!	8ca3cedb-510e-4454-ba08-93eaa605563b_4	8ca3cedb-510e-4454-ba08-93eaa605563b	Swimmer
