sentence	sentenceid	storyid	storytitle	ner
The people and animals at the circus did lots of tricks.	mc500.train.23_16	mc500.train.23		[]
The elephant even went down a slide!	mc500.train.23_17	mc500.train.23		[]
Andrew and his dad ate lots of peanuts.	mc500.train.23_18	mc500.train.23		"[{'docTokenBegin': 193, 'docTokenEnd': 194, 'tokenBegin': 0, 'tokenEnd': 1, 'text': 'Andrew', 'characterOffsetBegin': 828, 'characterOffsetEnd': 834, 'ner': 'PERSON'}, {'docTokenBegin': 195, 'docTokenEnd': 196, 'tokenBegin': 2, 'tokenEnd': 3, 'text': 'his', 'characterOffsetBegin': 839, 'characterOffsetEnd': 842, 'ner': 'PERSON'}]"
There weren't any peanuts left to bring home to the goldfish.	mc500.train.23_19	mc500.train.23		[]
Andrew and his dad had a lot of fun at the circus.	mc500.train.23_20	mc500.train.23		"[{'docTokenBegin': 215, 'docTokenEnd': 216, 'tokenBegin': 0, 'tokenEnd': 1, 'text': 'Andrew', 'characterOffsetBegin': 930, 'characterOffsetEnd': 936, 'ner': 'PERSON'}, {'docTokenBegin': 217, 'docTokenEnd': 218, 'tokenBegin': 2, 'tokenEnd': 3, 'text': 'his', 'characterOffsetBegin': 941, 'characterOffsetEnd': 944, 'ner': 'PERSON'}]"
Maxine was a happy frog that lived in a beautiful pond by the river.	mc500.train.25_0	mc500.train.25		"[{'docTokenBegin': 0, 'docTokenEnd': 1, 'tokenBegin': 0, 'tokenEnd': 1, 'text': 'Maxine', 'characterOffsetBegin': 0, 'characterOffsetEnd': 6, 'ner': 'PERSON'}, {'docTokenBegin': 13, 'docTokenEnd': 14, 'tokenBegin': 13, 'tokenEnd': 14, 'text': 'river', 'characterOffsetBegin': 62, 'characterOffsetEnd': 67, 'ner': 'TITLE'}]"
She loved to play in the water and take a bath every day.	mc500.train.25_1	mc500.train.25		"[{'docTokenBegin': 26, 'docTokenEnd': 28, 'tokenBegin': 11, 'tokenEnd': 13, 'text': 'every day', 'characterOffsetBegin': 116, 'characterOffsetEnd': 125, 'ner': 'SET', 'timex': {'tid': 't1', 'type': 'SET', 'value': 'P1D'}}, {'docTokenBegin': 15, 'docTokenEnd': 16, 'tokenBegin': 0, 'tokenEnd': 1, 'text': 'She', 'characterOffsetBegin': 69, 'characterOffsetEnd': 72, 'ner': 'PERSON'}]"
"But her friends, Martin, Edgar, and Cindy didn't like to take baths."	mc500.train.25_2	mc500.train.25		"[{'docTokenBegin': 33, 'docTokenEnd': 34, 'tokenBegin': 4, 'tokenEnd': 5, 'text': 'Martin', 'characterOffsetBegin': 144, 'characterOffsetEnd': 150, 'ner': 'PERSON'}, {'docTokenBegin': 35, 'docTokenEnd': 36, 'tokenBegin': 6, 'tokenEnd': 7, 'text': 'Edgar', 'characterOffsetBegin': 152, 'characterOffsetEnd': 157, 'ner': 'PERSON'}, {'docTokenBegin': 38, 'docTokenEnd': 39, 'tokenBegin': 9, 'tokenEnd': 10, 'text': 'Cindy', 'characterOffsetBegin': 163, 'characterOffsetEnd': 168, 'ner': 'PERSON'}, {'docTokenBegin': 30, 'docTokenEnd': 31, 'tokenBegin': 1, 'tokenEnd': 2, 'text': 'her', 'characterOffsetBegin': 131, 'characterOffsetEnd': 134, 'ner': 'PERSON'}]"
"So one day when she was swimming alone, she met a new friend named Thomas."	mc500.train.25_3	mc500.train.25		"[{'docTokenBegin': 47, 'docTokenEnd': 49, 'tokenBegin': 1, 'tokenEnd': 3, 'text': 'one day', 'characterOffsetBegin': 199, 'characterOffsetEnd': 206, 'ner': 'DURATION', 'normalizedNER': 'P1D', 'timex': {'tid': 't2', 'type': 'DURATION', 'value': 'P1D'}}, {'docTokenBegin': 61, 'docTokenEnd': 62, 'tokenBegin': 15, 'tokenEnd': 16, 'text': 'Thomas', 'characterOffsetBegin': 263, 'characterOffsetEnd': 269, 'ner': 'PERSON'}, {'docTokenBegin': 50, 'docTokenEnd': 51, 'tokenBegin': 4, 'tokenEnd': 5, 'text': 'she', 'characterOffsetBegin': 212, 'characterOffsetEnd': 215, 'ner': 'PERSON'}, {'docTokenBegin': 55, 'docTokenEnd': 56, 'tokenBegin': 9, 'tokenEnd': 10, 'text': 'she', 'characterOffsetBegin': 236, 'characterOffsetEnd': 239, 'ner': 'PERSON'}]"
"Thomas loved to take lots of baths, so he became friends with Maxine."	mc500.train.25_4	mc500.train.25		"[{'docTokenBegin': 63, 'docTokenEnd': 64, 'tokenBegin': 0, 'tokenEnd': 1, 'text': 'Thomas', 'characterOffsetBegin': 271, 'characterOffsetEnd': 277, 'ner': 'PERSON'}, {'docTokenBegin': 76, 'docTokenEnd': 77, 'tokenBegin': 13, 'tokenEnd': 14, 'text': 'Maxine', 'characterOffsetBegin': 333, 'characterOffsetEnd': 339, 'ner': 'PERSON'}, {'docTokenBegin': 72, 'docTokenEnd': 73, 'tokenBegin': 9, 'tokenEnd': 10, 'text': 'he', 'characterOffsetBegin': 310, 'characterOffsetEnd': 312, 'ner': 'PERSON'}]"
"But Martin, Edgar, and Cindy didn't like Thomas."	mc500.train.25_5	mc500.train.25		"[{'docTokenBegin': 79, 'docTokenEnd': 80, 'tokenBegin': 1, 'tokenEnd': 2, 'text': 'Martin', 'characterOffsetBegin': 345, 'characterOffsetEnd': 351, 'ner': 'PERSON'}, {'docTokenBegin': 81, 'docTokenEnd': 82, 'tokenBegin': 3, 'tokenEnd': 4, 'text': 'Edgar', 'characterOffsetBegin': 353, 'characterOffsetEnd': 358, 'ner': 'PERSON'}, {'docTokenBegin': 84, 'docTokenEnd': 85, 'tokenBegin': 6, 'tokenEnd': 7, 'text': 'Cindy', 'characterOffsetBegin': 364, 'characterOffsetEnd': 369, 'ner': 'PERSON'}, {'docTokenBegin': 88, 'docTokenEnd': 89, 'tokenBegin': 10, 'tokenEnd': 11, 'text': 'Thomas', 'characterOffsetBegin': 382, 'characterOffsetEnd': 388, 'ner': 'PERSON'}]"
"So one day when Maxine and Thomas were swimming, Cindy did something mean."	mc500.train.25_6	mc500.train.25		"[{'docTokenBegin': 91, 'docTokenEnd': 93, 'tokenBegin': 1, 'tokenEnd': 3, 'text': 'one day', 'characterOffsetBegin': 393, 'characterOffsetEnd': 400, 'ner': 'DURATION', 'normalizedNER': 'P1D', 'timex': {'tid': 't2', 'type': 'DURATION', 'value': 'P1D'}}, {'docTokenBegin': 94, 'docTokenEnd': 95, 'tokenBegin': 4, 'tokenEnd': 5, 'text': 'Maxine', 'characterOffsetBegin': 406, 'characterOffsetEnd': 412, 'ner': 'PERSON'}, {'docTokenBegin': 96, 'docTokenEnd': 97, 'tokenBegin': 6, 'tokenEnd': 7, 'text': 'Thomas', 'characterOffsetBegin': 417, 'characterOffsetEnd': 423, 'ner': 'PERSON'}, {'docTokenBegin': 100, 'docTokenEnd': 101, 'tokenBegin': 10, 'tokenEnd': 11, 'text': 'Cindy', 'characterOffsetBegin': 439, 'characterOffsetEnd': 444, 'ner': 'PERSON'}]"
She threw rocks at Maxine and Thomas.	mc500.train.25_7	mc500.train.25		"[{'docTokenBegin': 109, 'docTokenEnd': 110, 'tokenBegin': 4, 'tokenEnd': 5, 'text': 'Maxine', 'characterOffsetBegin': 484, 'characterOffsetEnd': 490, 'ner': 'PERSON'}, {'docTokenBegin': 111, 'docTokenEnd': 112, 'tokenBegin': 6, 'tokenEnd': 7, 'text': 'Thomas', 'characterOffsetBegin': 495, 'characterOffsetEnd': 501, 'ner': 'PERSON'}, {'docTokenBegin': 105, 'docTokenEnd': 106, 'tokenBegin': 0, 'tokenEnd': 1, 'text': 'She', 'characterOffsetBegin': 465, 'characterOffsetEnd': 468, 'ner': 'PERSON'}]"
Maxine's dad saw what happened and he was very mad.	mc500.train.25_8	mc500.train.25		"[{'docTokenBegin': 113, 'docTokenEnd': 114, 'tokenBegin': 0, 'tokenEnd': 1, 'text': 'Maxine', 'characterOffsetBegin': 503, 'characterOffsetEnd': 509, 'ner': 'PERSON'}, {'docTokenBegin': 120, 'docTokenEnd': 121, 'tokenBegin': 7, 'tokenEnd': 8, 'text': 'he', 'characterOffsetBegin': 538, 'characterOffsetEnd': 540, 'ner': 'PERSON'}]"
He went over and yelled at Cindy for what she did.	mc500.train.25_9	mc500.train.25		"[{'docTokenBegin': 131, 'docTokenEnd': 132, 'tokenBegin': 6, 'tokenEnd': 7, 'text': 'Cindy', 'characterOffsetBegin': 582, 'characterOffsetEnd': 587, 'ner': 'PERSON'}, {'docTokenBegin': 125, 'docTokenEnd': 126, 'tokenBegin': 0, 'tokenEnd': 1, 'text': 'He', 'characterOffsetBegin': 555, 'characterOffsetEnd': 557, 'ner': 'PERSON'}, {'docTokenBegin': 134, 'docTokenEnd': 135, 'tokenBegin': 9, 'tokenEnd': 10, 'text': 'she', 'characterOffsetBegin': 597, 'characterOffsetEnd': 600, 'ner': 'PERSON'}]"
"After that Cindy didn't throw any rocks, and Maxine and Thomas could swim together and take lots of baths."	mc500.train.25_10	mc500.train.25		"[{'docTokenBegin': 139, 'docTokenEnd': 140, 'tokenBegin': 2, 'tokenEnd': 3, 'text': 'Cindy', 'characterOffsetBegin': 617, 'characterOffsetEnd': 622, 'ner': 'PERSON'}, {'docTokenBegin': 147, 'docTokenEnd': 148, 'tokenBegin': 10, 'tokenEnd': 11, 'text': 'Maxine', 'characterOffsetBegin': 651, 'characterOffsetEnd': 657, 'ner': 'PERSON'}, {'docTokenBegin': 149, 'docTokenEnd': 150, 'tokenBegin': 12, 'tokenEnd': 13, 'text': 'Thomas', 'characterOffsetBegin': 662, 'characterOffsetEnd': 668, 'ner': 'PERSON'}]"
They were very happy since they could play in the water as much as they wanted without other frogs being mean to them.	mc500.train.25_11	mc500.train.25		[]
Will was playing his favorite song.	mc500.train.111_0	mc500.train.111		"[{'docTokenBegin': 0, 'docTokenEnd': 1, 'tokenBegin': 0, 'tokenEnd': 1, 'text': 'Will', 'characterOffsetBegin': 0, 'characterOffsetEnd': 4, 'ner': 'PERSON'}, {'docTokenBegin': 3, 'docTokenEnd': 4, 'tokenBegin': 3, 'tokenEnd': 4, 'text': 'his', 'characterOffsetBegin': 17, 'characterOffsetEnd': 20, 'ner': 'PERSON'}]"
The song was about a flower.	mc500.train.111_1	mc500.train.111		[]
Will stopped singing and went outside.	mc500.train.111_2	mc500.train.111		[]
A single star was out in the night sky.	mc500.train.111_3	mc500.train.111		"[{'docTokenBegin': 28, 'docTokenEnd': 29, 'tokenBegin': 7, 'tokenEnd': 8, 'text': 'night', 'characterOffsetBegin': 133, 'characterOffsetEnd': 138, 'ner': 'TIME', 'normalizedNER': 'TNI', 'timex': {'tid': 't1', 'type': 'TIME', 'value': 'TNI'}}]"
Will got hungry and went inside to get a biscuit.	mc500.train.111_4	mc500.train.111		[]
He also had jam with it.	mc500.train.111_5	mc500.train.111		"[{'docTokenBegin': 42, 'docTokenEnd': 43, 'tokenBegin': 0, 'tokenEnd': 1, 'text': 'He', 'characterOffsetBegin': 194, 'characterOffsetEnd': 196, 'ner': 'PERSON'}]"
"He didn't want chicken, gravy, or butter on his biscuit."	mc500.train.111_6	mc500.train.111		"[{'docTokenBegin': 49, 'docTokenEnd': 50, 'tokenBegin': 0, 'tokenEnd': 1, 'text': 'He', 'characterOffsetBegin': 219, 'characterOffsetEnd': 221, 'ner': 'PERSON'}, {'docTokenBegin': 60, 'docTokenEnd': 61, 'tokenBegin': 11, 'tokenEnd': 12, 'text': 'his', 'characterOffsetBegin': 263, 'characterOffsetEnd': 266, 'ner': 'PERSON'}]"
Will sat and finished his dinner in the kitchen.	mc500.train.111_7	mc500.train.111		"[{'docTokenBegin': 67, 'docTokenEnd': 68, 'tokenBegin': 4, 'tokenEnd': 5, 'text': 'his', 'characterOffsetBegin': 298, 'characterOffsetEnd': 301, 'ner': 'PERSON'}]"
Will walked over to the living room.	mc500.train.111_8	mc500.train.111		[]
"On his way there, he put a napkin in the trashcan."	mc500.train.111_9	mc500.train.111		"[{'docTokenBegin': 82, 'docTokenEnd': 83, 'tokenBegin': 1, 'tokenEnd': 2, 'text': 'his', 'characterOffsetBegin': 365, 'characterOffsetEnd': 368, 'ner': 'PERSON'}, {'docTokenBegin': 86, 'docTokenEnd': 87, 'tokenBegin': 5, 'tokenEnd': 6, 'text': 'he', 'characterOffsetBegin': 380, 'characterOffsetEnd': 382, 'ner': 'PERSON'}]"
"When he was in the living room, it started to rain."	mc500.train.111_10	mc500.train.111		"[{'docTokenBegin': 95, 'docTokenEnd': 96, 'tokenBegin': 1, 'tokenEnd': 2, 'text': 'he', 'characterOffsetBegin': 418, 'characterOffsetEnd': 420, 'ner': 'PERSON'}]"
It stopped raining and Will walked all the way to the store.	mc500.train.111_11	mc500.train.111		"[{'docTokenBegin': 111, 'docTokenEnd': 112, 'tokenBegin': 4, 'tokenEnd': 5, 'text': 'Will', 'characterOffsetBegin': 488, 'characterOffsetEnd': 492, 'ner': 'PERSON'}]"
"When at the store, Will had a good laugh at a very silly looking dog."	mc500.train.111_12	mc500.train.111		"[{'docTokenBegin': 125, 'docTokenEnd': 126, 'tokenBegin': 5, 'tokenEnd': 6, 'text': 'Will', 'characterOffsetBegin': 545, 'characterOffsetEnd': 549, 'ner': 'PERSON'}]"
Will heard it start to thunder.	mc500.train.111_13	mc500.train.111		[]
"Will looked outside to see if it was raining again, and it was not."	mc500.train.111_14	mc500.train.111		[]
Will was happy he didn't have to get wet walking home.	mc500.train.111_15	mc500.train.111		"[{'docTokenBegin': 160, 'docTokenEnd': 161, 'tokenBegin': 0, 'tokenEnd': 1, 'text': 'Will', 'characterOffsetBegin': 696, 'characterOffsetEnd': 700, 'ner': 'PERSON'}, {'docTokenBegin': 163, 'docTokenEnd': 164, 'tokenBegin': 3, 'tokenEnd': 4, 'text': 'he', 'characterOffsetBegin': 711, 'characterOffsetEnd': 713, 'ner': 'PERSON'}]"
He went outside smiling.	mc500.train.111_16	mc500.train.111		"[{'docTokenBegin': 173, 'docTokenEnd': 174, 'tokenBegin': 0, 'tokenEnd': 1, 'text': 'He', 'characterOffsetBegin': 751, 'characterOffsetEnd': 753, 'ner': 'PERSON'}]"
A Lion asleep in his lair was waked up by a Mouse running over his face.	fables-06_0	fables-06	The Mouse and the Lion	"[{'docTokenBegin': 4, 'docTokenEnd': 5, 'tokenBegin': 4, 'tokenEnd': 5, 'text': 'his', 'characterOffsetBegin': 17, 'characterOffsetEnd': 20, 'ner': 'PERSON'}, {'docTokenBegin': 14, 'docTokenEnd': 15, 'tokenBegin': 14, 'tokenEnd': 15, 'text': 'his', 'characterOffsetBegin': 63, 'characterOffsetEnd': 66, 'ner': 'PERSON'}]"
Losing his temper he seized it with his paw and was about to kill it.	fables-06_1	fables-06	The Mouse and the Lion	"[{'docTokenBegin': 18, 'docTokenEnd': 19, 'tokenBegin': 1, 'tokenEnd': 2, 'text': 'his', 'characterOffsetBegin': 80, 'characterOffsetEnd': 83, 'ner': 'PERSON'}, {'docTokenBegin': 20, 'docTokenEnd': 21, 'tokenBegin': 3, 'tokenEnd': 4, 'text': 'he', 'characterOffsetBegin': 91, 'characterOffsetEnd': 93, 'ner': 'PERSON'}, {'docTokenBegin': 24, 'docTokenEnd': 25, 'tokenBegin': 7, 'tokenEnd': 8, 'text': 'his', 'characterOffsetBegin': 109, 'characterOffsetEnd': 112, 'ner': 'PERSON'}]"
"The Mouse, terrified, piteously entreated him to spare its life."	fables-06_2	fables-06	The Mouse and the Lion	"[{'docTokenBegin': 40, 'docTokenEnd': 41, 'tokenBegin': 7, 'tokenEnd': 8, 'text': 'him', 'characterOffsetBegin': 185, 'characterOffsetEnd': 188, 'ner': 'PERSON'}]"
"Please let me go, it cried, ""and one day I will repay you for your kindness."""	fables-06_3	fables-06	The Mouse and the Lion	"[{'docTokenBegin': 56, 'docTokenEnd': 58, 'tokenBegin': 10, 'tokenEnd': 12, 'text': 'one day', 'characterOffsetBegin': 241, 'characterOffsetEnd': 248, 'ner': 'DURATION', 'normalizedNER': 'P1D', 'timex': {'tid': 't1', 'type': 'DURATION', 'value': 'P1D'}}, {'docTokenBegin': 58, 'docTokenEnd': 59, 'tokenBegin': 12, 'tokenEnd': 13, 'text': 'I', 'characterOffsetBegin': 249, 'characterOffsetEnd': 250, 'ner': 'NUMBER', 'normalizedNER': '0.0'}]"
"The idea of so insignificant a creature ever being able to do anything for him amused the Lion so much that he laughed aloud, and good-humouredly let it go."	fables-06_4	fables-06	The Mouse and the Lion	"[{'docTokenBegin': 81, 'docTokenEnd': 82, 'tokenBegin': 14, 'tokenEnd': 15, 'text': 'him', 'characterOffsetBegin': 361, 'characterOffsetEnd': 364, 'ner': 'PERSON'}, {'docTokenBegin': 88, 'docTokenEnd': 89, 'tokenBegin': 21, 'tokenEnd': 22, 'text': 'he', 'characterOffsetBegin': 394, 'characterOffsetEnd': 396, 'ner': 'PERSON'}]"
"But the Mouse's chance came, after all."	fables-06_5	fables-06	The Mouse and the Lion	[]
"One day the Lion got entangled in a net which had been spread for game by some hunters, and the Mouse heard and recognised his roars of anger and ran to the spot."	fables-06_6	fables-06	The Mouse and the Lion	"[{'docTokenBegin': 108, 'docTokenEnd': 110, 'tokenBegin': 0, 'tokenEnd': 2, 'text': 'One day', 'characterOffsetBegin': 483, 'characterOffsetEnd': 490, 'ner': 'DURATION', 'normalizedNER': 'P1D', 'timex': {'tid': 't1', 'type': 'DURATION', 'value': 'P1D'}}, {'docTokenBegin': 133, 'docTokenEnd': 134, 'tokenBegin': 25, 'tokenEnd': 26, 'text': 'his', 'characterOffsetBegin': 606, 'characterOffsetEnd': 609, 'ner': 'PERSON'}]"
"Without more ado it set to work to gnaw the ropes with its teeth, and succeeded before long in setting the Lion free."	fables-06_7	fables-06	The Mouse and the Lion	[]
There!	fables-06_8	fables-06	The Mouse and the Lion	[]
"said the Mouse, ""you laughed at me when I promised I would repay you: but now you see, even a Mouse can help a Lion."""	fables-06_9	fables-06	The Mouse and the Lion	"[{'docTokenBegin': 188, 'docTokenEnd': 189, 'tokenBegin': 18, 'tokenEnd': 19, 'text': 'now', 'characterOffsetBegin': 845, 'characterOffsetEnd': 848, 'ner': 'DATE', 'normalizedNER': 'PRESENT_REF', 'timex': {'tid': 't2', 'type': 'DATE', 'value': 'PRESENT_REF'}}]"
A Crow was sitting on a branch of a tree with a piece of cheese in her beak when a Fox observed her and set his wits to work to discover some way of getting the cheese.	fables-01_0	fables-01	The Fox and the Crow	"[{'docTokenBegin': 20, 'docTokenEnd': 21, 'tokenBegin': 20, 'tokenEnd': 21, 'text': 'Fox', 'characterOffsetBegin': 83, 'characterOffsetEnd': 86, 'ner': 'PERSON'}, {'docTokenBegin': 16, 'docTokenEnd': 17, 'tokenBegin': 16, 'tokenEnd': 17, 'text': 'her', 'characterOffsetBegin': 67, 'characterOffsetEnd': 70, 'ner': 'PERSON'}, {'docTokenBegin': 22, 'docTokenEnd': 23, 'tokenBegin': 22, 'tokenEnd': 23, 'text': 'her', 'characterOffsetBegin': 96, 'characterOffsetEnd': 99, 'ner': 'PERSON'}, {'docTokenBegin': 25, 'docTokenEnd': 26, 'tokenBegin': 25, 'tokenEnd': 26, 'text': 'his', 'characterOffsetBegin': 108, 'characterOffsetEnd': 111, 'ner': 'PERSON'}]"
"Coming and standing under the tree he looked up and said, ""What a noble bird I see above me!"	fables-01_1	fables-01	The Fox and the Crow	"[{'docTokenBegin': 44, 'docTokenEnd': 45, 'tokenBegin': 6, 'tokenEnd': 7, 'text': 'he', 'characterOffsetBegin': 204, 'characterOffsetEnd': 206, 'ner': 'PERSON'}]"
"Her beauty is without equal, the hue of her plumage exquisite."	fables-01_2	fables-01	The Fox and the Crow	"[{'docTokenBegin': 60, 'docTokenEnd': 61, 'tokenBegin': 0, 'tokenEnd': 1, 'text': 'Her', 'characterOffsetBegin': 262, 'characterOffsetEnd': 265, 'ner': 'PERSON'}, {'docTokenBegin': 69, 'docTokenEnd': 70, 'tokenBegin': 9, 'tokenEnd': 10, 'text': 'her', 'characterOffsetBegin': 302, 'characterOffsetEnd': 305, 'ner': 'PERSON'}]"
"If only her voice is as sweet as her looks are fair, she ought without doubt to be Queen of the Birds."""	fables-01_3	fables-01	The Fox and the Crow	"[{'docTokenBegin': 92, 'docTokenEnd': 93, 'tokenBegin': 19, 'tokenEnd': 20, 'text': 'Queen', 'characterOffsetBegin': 408, 'characterOffsetEnd': 413, 'ner': 'TITLE'}, {'docTokenBegin': 75, 'docTokenEnd': 76, 'tokenBegin': 2, 'tokenEnd': 3, 'text': 'her', 'characterOffsetBegin': 333, 'characterOffsetEnd': 336, 'ner': 'PERSON'}, {'docTokenBegin': 81, 'docTokenEnd': 82, 'tokenBegin': 8, 'tokenEnd': 9, 'text': 'her', 'characterOffsetBegin': 358, 'characterOffsetEnd': 361, 'ner': 'PERSON'}, {'docTokenBegin': 86, 'docTokenEnd': 87, 'tokenBegin': 13, 'tokenEnd': 14, 'text': 'she', 'characterOffsetBegin': 378, 'characterOffsetEnd': 381, 'ner': 'PERSON'}]"
"The Crow was hugely flattered by this, and just to show the Fox that she could sing she gave a loud caw."	fables-01_4	fables-01	The Fox and the Crow	"[{'docTokenBegin': 111, 'docTokenEnd': 112, 'tokenBegin': 13, 'tokenEnd': 14, 'text': 'Fox', 'characterOffsetBegin': 489, 'characterOffsetEnd': 492, 'ner': 'PERSON'}, {'docTokenBegin': 113, 'docTokenEnd': 114, 'tokenBegin': 15, 'tokenEnd': 16, 'text': 'she', 'characterOffsetBegin': 498, 'characterOffsetEnd': 501, 'ner': 'PERSON'}, {'docTokenBegin': 116, 'docTokenEnd': 117, 'tokenBegin': 18, 'tokenEnd': 19, 'text': 'she', 'characterOffsetBegin': 513, 'characterOffsetEnd': 516, 'ner': 'PERSON'}]"
"Down came the cheese, of course, and the Fox, snatching it up, said, ""You have a voice, madam, I see: what you want is wits."""	fables-01_5	fables-01	The Fox and the Crow	"[{'docTokenBegin': 132, 'docTokenEnd': 133, 'tokenBegin': 10, 'tokenEnd': 11, 'text': 'Fox', 'characterOffsetBegin': 575, 'characterOffsetEnd': 578, 'ner': 'PERSON'}]"
"A Lion watched a fat Bull feeding in a meadow, and his mouth watered when he thought of the royal feast he would make, but he did not dare to attack him, for he was afraid of his sharp horns."	fables-02_0	fables-02	The Lion and the Bull	"[{'docTokenBegin': 12, 'docTokenEnd': 13, 'tokenBegin': 12, 'tokenEnd': 13, 'text': 'his', 'characterOffsetBegin': 51, 'characterOffsetEnd': 54, 'ner': 'PERSON'}, {'docTokenBegin': 16, 'docTokenEnd': 17, 'tokenBegin': 16, 'tokenEnd': 17, 'text': 'he', 'characterOffsetBegin': 74, 'characterOffsetEnd': 76, 'ner': 'PERSON'}, {'docTokenBegin': 22, 'docTokenEnd': 23, 'tokenBegin': 22, 'tokenEnd': 23, 'text': 'he', 'characterOffsetBegin': 104, 'characterOffsetEnd': 106, 'ner': 'PERSON'}, {'docTokenBegin': 27, 'docTokenEnd': 28, 'tokenBegin': 27, 'tokenEnd': 28, 'text': 'he', 'characterOffsetBegin': 123, 'characterOffsetEnd': 125, 'ner': 'PERSON'}, {'docTokenBegin': 33, 'docTokenEnd': 34, 'tokenBegin': 33, 'tokenEnd': 34, 'text': 'him', 'characterOffsetBegin': 149, 'characterOffsetEnd': 152, 'ner': 'PERSON'}, {'docTokenBegin': 36, 'docTokenEnd': 37, 'tokenBegin': 36, 'tokenEnd': 37, 'text': 'he', 'characterOffsetBegin': 158, 'characterOffsetEnd': 160, 'ner': 'PERSON'}, {'docTokenBegin': 40, 'docTokenEnd': 41, 'tokenBegin': 40, 'tokenEnd': 41, 'text': 'his', 'characterOffsetBegin': 175, 'characterOffsetEnd': 178, 'ner': 'PERSON'}]"
"Hunger, however, presently compelled him to do something: and as the use of force did not promise success, he determined to resort to artifice."	fables-02_1	fables-02	The Lion and the Bull	"[{'docTokenBegin': 50, 'docTokenEnd': 51, 'tokenBegin': 6, 'tokenEnd': 7, 'text': 'him', 'characterOffsetBegin': 229, 'characterOffsetEnd': 232, 'ner': 'PERSON'}, {'docTokenBegin': 66, 'docTokenEnd': 67, 'tokenBegin': 22, 'tokenEnd': 23, 'text': 'he', 'characterOffsetBegin': 299, 'characterOffsetEnd': 301, 'ner': 'PERSON'}]"
"Going up to the Bull in friendly fashion, he said to him, ""I cannot help saying how much I admire your magnificent figure."	fables-02_2	fables-02	The Lion and the Bull	"[{'docTokenBegin': 82, 'docTokenEnd': 83, 'tokenBegin': 9, 'tokenEnd': 10, 'text': 'he', 'characterOffsetBegin': 378, 'characterOffsetEnd': 380, 'ner': 'PERSON'}, {'docTokenBegin': 85, 'docTokenEnd': 86, 'tokenBegin': 12, 'tokenEnd': 13, 'text': 'him', 'characterOffsetBegin': 389, 'characterOffsetEnd': 392, 'ner': 'PERSON'}]"
What a fine head!	fables-02_3	fables-02	The Lion and the Bull	[]
What powerful shoulders and thighs!	fables-02_4	fables-02	The Lion and the Bull	[]
"But, my dear friend, what in the world makes you wear those ugly horns?"	fables-02_5	fables-02	The Lion and the Bull	[]
You must find them as awkward as they are unsightly.	fables-02_6	fables-02	The Lion and the Bull	[]
"Believe me, you would do much better without them."""	fables-02_7	fables-02	The Lion and the Bull	[]
"The Bull was foolish enough to be persuaded by this flattery to have his horns cut off; and, having now lost his only means of defense, fell an easy prey to the Lion."	fables-02_8	fables-02	The Lion and the Bull	"[{'docTokenBegin': 153, 'docTokenEnd': 154, 'tokenBegin': 1, 'tokenEnd': 2, 'text': 'Bull', 'characterOffsetBegin': 694, 'characterOffsetEnd': 698, 'ner': 'MISC'}, {'docTokenBegin': 173, 'docTokenEnd': 174, 'tokenBegin': 21, 'tokenEnd': 22, 'text': 'now', 'characterOffsetBegin': 790, 'characterOffsetEnd': 793, 'ner': 'DATE', 'normalizedNER': 'PRESENT_REF', 'timex': {'tid': 't1', 'type': 'DATE', 'value': 'PRESENT_REF'}}, {'docTokenBegin': 165, 'docTokenEnd': 166, 'tokenBegin': 13, 'tokenEnd': 14, 'text': 'his', 'characterOffsetBegin': 759, 'characterOffsetEnd': 762, 'ner': 'PERSON'}, {'docTokenBegin': 175, 'docTokenEnd': 176, 'tokenBegin': 23, 'tokenEnd': 24, 'text': 'his', 'characterOffsetBegin': 799, 'characterOffsetEnd': 802, 'ner': 'PERSON'}]"
"A Fox invited a Stork to dinner, at which the only fare provided was a large flat dish of soup."	fables-04_0	fables-04	The Fox and the Stork	"[{'docTokenBegin': 1, 'docTokenEnd': 2, 'tokenBegin': 1, 'tokenEnd': 2, 'text': 'Fox', 'characterOffsetBegin': 2, 'characterOffsetEnd': 5, 'ner': 'PERSON'}, {'docTokenBegin': 4, 'docTokenEnd': 5, 'tokenBegin': 4, 'tokenEnd': 5, 'text': 'Stork', 'characterOffsetBegin': 16, 'characterOffsetEnd': 21, 'ner': 'ORGANIZATION'}]"
"The Fox lapped it up with great relish, but the Stork with her long bill tried in vain to partake of the savoury broth."	fables-04_1	fables-04	The Fox and the Stork	"[{'docTokenBegin': 23, 'docTokenEnd': 24, 'tokenBegin': 1, 'tokenEnd': 2, 'text': 'Fox', 'characterOffsetBegin': 100, 'characterOffsetEnd': 103, 'ner': 'PERSON'}, {'docTokenBegin': 33, 'docTokenEnd': 34, 'tokenBegin': 11, 'tokenEnd': 12, 'text': 'Stork', 'characterOffsetBegin': 144, 'characterOffsetEnd': 149, 'ner': 'ORGANIZATION'}, {'docTokenBegin': 35, 'docTokenEnd': 36, 'tokenBegin': 13, 'tokenEnd': 14, 'text': 'her', 'characterOffsetBegin': 155, 'characterOffsetEnd': 158, 'ner': 'PERSON'}]"
